NAME,ALT_NAME1,ALT_NAME2,SOURCE,DEFINITION,REG_NAME,DIST_NAME,RELIABILIT,X_COORD,Y_COORD,P_CODE,CODE,FID_1,FID_Somali,NAME_1,ALT_NAME_1,ALT_NAME_2,SOURCE_1,DEFINITI_1,REG_NAME_1,DIST_NAM_1,RELIABIL_1,X_COORD_1,Y_COORD_1,P_CODE_1,CODE_1,FID_som_ad,admin2Name,admin2Pcod,admin2RefN,admin2AltN,admin2Al_1,admin1Name,admin1Pcod,admin0Name,admin0Pcod
Abaqlow,,,UNDP - 2006,Settlement,Bakool,Tayeeglow,Verified,44.55253000000,3.75768000000,NA-3802-F24-002,F24-002,"5811","64",Abaqlow,,,UNDP - 2006,Settlement,Bakool,Tayeeglow,Verified,44.55253000000,3.75768000000,NA-3802-F24-002,F24-002,"59",Tayeeglow,SO2503,Tayeeglow,"Tiyeeglow, Tayeglow, Tieglow",,Bakool,SO25,Somalia,SO
Abaqsaarre,,,UNDP - 1997,Settlement,Bay,Buur Hakaba,Verified,44.05250200000,2.91463000000,NA-3806-C13-003,C13-003,"3956","65",Abaqsaarre,,,UNDP - 1997,Settlement,Bay,Buur Hakaba,Verified,44.05250200000,2.91463000000,NA-3806-C13-003,C13-003,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Abashiiq,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.01905000000,2.55565000000,NA-3807-L01-007,L01-007,"2806","66",Abashiiq,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.01905000000,2.55565000000,NA-3807-L01-007,L01-007,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Abasse Gaagaab,,,UNDP - 2006,Settlement,Awdal,Borama,Verified,43.21329000000,10.12435000000,NC-3805-X27-002,X27-002,"8965","67",Abasse Gaagaab,,,UNDP - 2006,Settlement,Awdal,Borama,Verified,43.21329000000,10.12435000000,NC-3805-X27-002,X27-002,"2",Borama,SO1101,Borama,Boorama,,Awdal,SO11,Somalia,SO
Abay Eriley,Deg Abayariley,,"KEMRI - 2007, UNDP - 2006",Settlement,Lower Shabelle,Marka,Verified,44.76653000000,1.85105000000,NA-3810-D28-006,D28-006,"1279","68",Abay Eriley,Deg Abayariley,,"KEMRI - 2007, UNDP - 2006",Settlement,Lower Shabelle,Marka,Verified,44.76653000000,1.85105000000,NA-3810-D28-006,D28-006,"46",Marka,SO2301,Marka,Merka,,Lower Shabelle,SO23,Somalia,SO
Abbannaale,,,UNDP - 1997,Settlement,Lower Shabelle,Afgooye,Verified,45.14001100000,2.20745000000,NA-3807-V04-007,V04-007,"1906","69",Abbannaale,,,UNDP - 1997,Settlement,Lower Shabelle,Afgooye,Verified,45.14001100000,2.20745000000,NA-3807-V04-007,V04-007,"47",Afgooye,SO2302,Afgooye,Afgoi,,Lower Shabelle,SO23,Somalia,SO
Abdale Birole,,,FSAU,Settlement,Lower Juba,Kismayo,Verified,42.19793000000,-0.49016000000,SA-3801-M05-002,M05-002,"71","70",Abdale Birole,,,FSAU,Settlement,Lower Juba,Kismayo,Verified,42.19793000000,-0.49016000000,SA-3801-M05-002,M05-002,"71",Kismaayo,SO2801,Kismaayo,Kismayo,,Lower Juba,SO28,Somalia,SO
Abdi Arbo,,,UNDP - 1997,Settlement,Lower Juba,Jamaame,Verified,42.59989900000,-0.02770000000,SA-3801-A14-004,A14-004,"145","71",Abdi Arbo,,,UNDP - 1997,Settlement,Lower Juba,Jamaame,Verified,42.59989900000,-0.02770000000,SA-3801-A14-004,A14-004,"74",Jamaame,SO2804,Jamaame,Jamame,,Lower Juba,SO28,Somalia,SO
Abdi Dhore,Abdidore,,FSAU,Settlement,Lower Juba,Kismayo,Verified,42.27953000000,-0.32548000000,SA-3801-H07-001,H07-001,"89","72",Abdi Dhore,Abdidore,,FSAU,Settlement,Lower Juba,Kismayo,Verified,42.27953000000,-0.32548000000,SA-3801-H07-001,H07-001,"71",Kismaayo,SO2801,Kismaayo,Kismayo,,Lower Juba,SO28,Somalia,SO
Abdi Hakim,,,UNDP - 2006,Settlement,Lower Shabelle,Qoryooley,Verified,44.75398000000,1.89876000000,NA-3810-C28-011,C28-011,"1368","73",Abdi Hakim,,,UNDP - 2006,Settlement,Lower Shabelle,Qoryooley,Verified,44.75398000000,1.89876000000,NA-3810-C28-011,C28-011,"50",Qoryooley,SO2305,Qoryooley,Qoryoley,,Lower Shabelle,SO23,Somalia,SO
Abdi Kheyr,,,UNDP - 2006,Settlement,Gedo,Luuq,Verified,42.52765000000,3.87355000000,NA-3801-D12-002,D12-002,"5991","74",Abdi Kheyr,,,UNDP - 2006,Settlement,Gedo,Luuq,Verified,42.52765000000,3.87355000000,NA-3801-D12-002,D12-002,"67",Luuq,SO2606,Luuq,"Luuk, Luq",,Gedo,SO26,Somalia,SO
Abdile Aliyow,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.02782000000,2.58010000000,NA-3807-L01-019,L01-019,"2887","75",Abdile Aliyow,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.02782000000,2.58010000000,NA-3807-L01-019,L01-019,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Abdirahman,,,FSAU,Settlement,Gedo,Baardheere,Verified,42.28168000000,2.33622000000,NA-3805-R07-002,R07-002,"2207","76",Abdirahman,,,FSAU,Settlement,Gedo,Baardheere,Verified,42.28168000000,2.33622000000,NA-3805-R07-002,R07-002,"63",Baardheere,SO2602,Baardheere,"Baar-dheere, Bardera",,Gedo,SO26,Somalia,SO
Abdiyow Aliyow/Ilka Gooyo,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.82233000000,2.46552000000,NA-3806-N30-002,N30-002,"2545","77",Abdiyow Aliyow/Ilka Gooyo,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.82233000000,2.46552000000,NA-3806-N30-002,N30-002,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Abdiyow Arow,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.07583000000,2.53938000000,NA-3807-M02-014,M02-014,"2751","78",Abdiyow Arow,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.07583000000,2.53938000000,NA-3807-M02-014,M02-014,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Abdiyow-Ayuub,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.83762000000,2.50930000000,NA-3806-M30-003,M30-003,"2671","79",Abdiyow-Ayuub,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.83762000000,2.50930000000,NA-3806-M30-003,M30-003,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Abdule Isaq,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.07382000000,2.53578000000,NA-3807-M02-013,M02-013,"2743","80",Abdule Isaq,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.07382000000,2.53578000000,NA-3807-M02-013,M02-013,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Abdule Kudaad,,,UNDP - 2006,Settlement,Middle Shabelle,Jowhar,Verified,45.72870000000,2.92635000000,NA-3807-B17-003,B17-003,"4004","81",Abdule Kudaad,,,UNDP - 2006,Settlement,Middle Shabelle,Jowhar,Verified,45.72870000000,2.92635000000,NA-3807-B17-003,B17-003,"42",Jowhar,SO2101,Jowhar,Jawhar,,Middle Shabelle,SO21,Somalia,SO
Abdulle Muqtar,Abdulle Muqtaar,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.77123000000,2.46532000000,NA-3806-N28-001,N28-001,"2543","82",Abdulle Muqtar,Abdulle Muqtaar,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.77123000000,2.46532000000,NA-3806-N28-001,N28-001,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Abdulle-Gubane,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.69525000000,2.31462000000,NA-3806-S27-006,S27-006,"2164","83",Abdulle-Gubane,,,UNDP - 2006,Settlement,Lower Shabelle,Wanla Weyn,Verified,44.69525000000,2.31462000000,NA-3806-S27-006,S27-006,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Abdurug,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.48764000000,3.02123000000,NA-3801-Z33-003,Z33-003,"4313","84",Abdurug,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.48764000000,3.02123000000,NA-3801-Z33-003,Z33-003,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Abees Eemid,,,"UNDP - 2006, UNDP - 1997, FSAU",Settlement,Bay,Baidoa,Verified,43.46530000000,3.11035000000,NA-3801-X33-010,X33-010,"4615","85",Abees Eemid,,,"UNDP - 2006, UNDP - 1997, FSAU",Settlement,Bay,Baidoa,Verified,43.46530000000,3.11035000000,NA-3801-X33-010,X33-010,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Abeesaale,,,UNDP - 1997,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.14397800000,2.77229000000,NA-3807-F04-004,F04-004,"3453","86",Abeesaale,,,UNDP - 1997,Settlement,Lower Shabelle,Wanla Weyn,Verified,45.14397800000,2.77229000000,NA-3807-F04-004,F04-004,"52",Wanla Weyn,SO2307,Wanla Weyn,Wanla Weyne,,Lower Shabelle,SO23,Somalia,SO
Abeesale,,,"UNDP - 2006, FSAU",Settlement,Bakool,Ceel Barde,Verified,44.52060000000,4.90445000000,NB-3814-C23-001,C23-001,"6904","87",Abeesale,,,"UNDP - 2006, FSAU",Settlement,Bakool,Ceel Barde,Verified,44.52060000000,4.90445000000,NB-3814-C23-001,C23-001,"58",Ceel Barde,SO2502,Ceel Barde,El Barde,,Bakool,SO25,Somalia,SO
Abeesgarwaal,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.49205000000,3.12210000000,NA-3801-X33-001,X33-001,"4668","88",Abeesgarwaal,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.49205000000,3.12210000000,NA-3801-X33-001,X33-001,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Abersale,,,UNDP - 2006,Settlement,Bakool,Xudur,Verified,44.08472000000,4.02284000000,NB-3814-Z13-005,Z13-005,"6294","89",Abersale,,,UNDP - 2006,Settlement,Bakool,Xudur,Verified,44.08472000000,4.02284000000,NB-3814-Z13-005,Z13-005,"57",Xudur,SO2501,Xudur,Hudur,,Bakool,SO25,Somalia,SO
Abgaalow,,,UNDP - 2006,Settlement,Lower Shabelle,Afgooye,Verified,45.07446000000,2.49832000000,NA-3807-N02-002,N02-002,"2633","90",Abgaalow,,,UNDP - 2006,Settlement,Lower Shabelle,Afgooye,Verified,45.07446000000,2.49832000000,NA-3807-N02-002,N02-002,"47",Afgooye,SO2302,Afgooye,Afgoi,,Lower Shabelle,SO23,Somalia,SO
Abiikarow,Abikarow,,"KEMRI - 2007, UNDP - 2006, UNDP - 1997",Settlement,Lower Shabelle,Marka,Verified,44.65065000000,1.72452000000,NA-3810-G26-002,G26-002,"999","91",Abiikarow,Abikarow,,"KEMRI - 2007, UNDP - 2006, UNDP - 1997",Settlement,Lower Shabelle,Marka,Verified,44.65065000000,1.72452000000,NA-3810-G26-002,G26-002,"46",Marka,SO2301,Marka,Merka,,Lower Shabelle,SO23,Somalia,SO
Abliko,Buulo Islow,,"KEMRI - 2007, UNDP - 2006, UNDP - 1997",Settlement,Lower Shabelle,Qoryooley,Verified,44.72997000000,1.87942000000,NA-3810-C28-002,C28-002,"1329","92",Abliko,Buulo Islow,,"KEMRI - 2007, UNDP - 2006, UNDP - 1997",Settlement,Lower Shabelle,Qoryooley,Verified,44.72997000000,1.87942000000,NA-3810-C28-002,C28-002,"50",Qoryooley,SO2305,Qoryooley,Qoryoley,,Lower Shabelle,SO23,Somalia,SO
Abokar Yesey,Abokar Gesey,Abubakar Geesey,"KEMRI - 2007, UNDP - 2006",Settlement,Lower Shabelle,Marka,Verified,44.76585000000,1.85339000000,NA-3810-D28-009,D28-009,"1280","93",Abokar Yesey,Abokar Gesey,Abubakar Geesey,"KEMRI - 2007, UNDP - 2006",Settlement,Lower Shabelle,Marka,Verified,44.76585000000,1.85339000000,NA-3810-D28-009,D28-009,"46",Marka,SO2301,Marka,Merka,,Lower Shabelle,SO23,Somalia,SO
Abokor-Caddaawe,,,UNDP - 2006,Settlement,Awdal,Baki,Verified,43.42817000000,9.97389000000,NC-3809-A32-002,A32-002,"8816","94",Abokor-Caddaawe,,,UNDP - 2006,Settlement,Awdal,Baki,Verified,43.42817000000,9.97389000000,NC-3809-A32-002,A32-002,"3",Baki,SO1102,Baki,,,Awdal,SO11,Somalia,SO
Aboli,,,UNDP - 1997,Settlement,Lower Juba,Afmadow,Verified,41.67269900000,0.40000000000,NA-3716-Q26-001,Q26-001,"312","95",Aboli,,,UNDP - 1997,Settlement,Lower Juba,Afmadow,Verified,41.67269900000,0.40000000000,NA-3716-Q26-001,Q26-001,"72",Afmadow,SO2802,Afmadow,,,Lower Juba,SO28,Somalia,SO
Aboor Yoome,Abaar Yoma,,"UNDP - 2006, UNDP - 1997",Settlement,Bay,Buur Hakaba,Verified,44.10417000000,2.69277000000,NA-3806-H14-003,H14-003,"3199","96",Aboor Yoome,Abaar Yoma,,"UNDP - 2006, UNDP - 1997",Settlement,Bay,Buur Hakaba,Verified,44.10417000000,2.69277000000,NA-3806-H14-003,H14-003,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Aboore,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,42.48675000000,3.27311000000,NA-3801-T11-002,T11-002,"5117","97",Aboore,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,42.48675000000,3.27311000000,NA-3801-T11-002,T11-002,"62",Garbahaarey,SO2601,Garbahaarey,"Garbahaaray, Garbaharey",,Gedo,SO26,Somalia,SO
Aboore,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.13237000000,3.09107000000,NA-3801-X25-006,X25-006,"4559","98",Aboore,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.13237000000,3.09107000000,NA-3801-X25-006,X25-006,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Aboore,,,"UNDP - 2006, FSAU",Settlement,Bakool,Xudur,Verified,43.90898000000,4.30141000000,NB-3814-S09-001,S09-001,"6605","99",Aboore,,,"UNDP - 2006, FSAU",Settlement,Bakool,Xudur,Verified,43.90898000000,4.30141000000,NB-3814-S09-001,S09-001,"57",Xudur,SO2501,Xudur,Hudur,,Bakool,SO25,Somalia,SO
Aboorey,Abooreey,Aboray,"UNDP - 2006, UNDP - 1997",Settlement,Hiraan,Bulo Burto,Verified,45.68113000000,4.01100000000,NB-3815-Z15-001,Z15-001,"6262","100",Aboorey,Abooreey,Aboray,"UNDP - 2006, UNDP - 1997",Settlement,Hiraan,Bulo Burto,Verified,45.68113000000,4.01100000000,NB-3815-Z15-001,Z15-001,"40",Bulo Burto,SO2002,Bulo Burto,"Bulo Barde, Buulo Burdo, Bula-brif, Bulo Burti",,Hiraan,SO20,Somalia,SO
Aboorow,,,UNDP - 2006,Settlement,Bakool,Tayeeglow,Verified,44.48810000000,3.80160000000,NA-3802-E22-001,E22-001,"5869","101",Aboorow,,,UNDP - 2006,Settlement,Bakool,Tayeeglow,Verified,44.48810000000,3.80160000000,NA-3802-E22-001,E22-001,"59",Tayeeglow,SO2503,Tayeeglow,"Tiyeeglow, Tayeglow, Tieglow",,Bakool,SO25,Somalia,SO
Aboow,Abow,,"UNDP - 2006, FSAU",Settlement,Gedo,Luuq,Verified,42.44429000000,3.94016000000,NA-3801-B10-001,B10-001,"6110","102",Aboow,Abow,,"UNDP - 2006, FSAU",Settlement,Gedo,Luuq,Verified,42.44429000000,3.94016000000,NA-3801-B10-001,B10-001,"67",Luuq,SO2606,Luuq,"Luuk, Luq",,Gedo,SO26,Somalia,SO
Aboow Cali,,,UNDP - 1997,Settlement,Lower Shabelle,Qoryooley,Verified,44.56929000000,1.75365000000,NA-3810-F24-003,F24-003,"1079","103",Aboow Cali,,,UNDP - 1997,Settlement,Lower Shabelle,Qoryooley,Verified,44.56929000000,1.75365000000,NA-3810-F24-003,F24-003,"50",Qoryooley,SO2305,Qoryooley,Qoryoley,,Lower Shabelle,SO23,Somalia,SO
Aborko,,,UNDP - 1997,Settlement,Bay,Buur Hakaba,Verified,43.94775000000,2.89289000000,NA-3806-C10-001,C10-001,"3896","104",Aborko,,,UNDP - 1997,Settlement,Bay,Buur Hakaba,Verified,43.94775000000,2.89289000000,NA-3806-C10-001,C10-001,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Aboro,,,UNDP - 1997,Settlement,Lower Juba,Jamaame,Verified,42.72586800000,0.07169000000,NA-3813-Y16-004,Y16-004,"204","105",Aboro,,,UNDP - 1997,Settlement,Lower Juba,Jamaame,Verified,42.72586800000,0.07169000000,NA-3813-Y16-004,Y16-004,"74",Jamaame,SO2804,Jamaame,Jamame,,Lower Juba,SO28,Somalia,SO
Abowiye,,,UNDP - 2006,Settlement,Gedo,Luuq,Verified,42.42012000000,4.02859000000,NB-3813-Z10-003,Z10-003,"6315","106",Abowiye,,,UNDP - 2006,Settlement,Gedo,Luuq,Verified,42.42012000000,4.02859000000,NB-3813-Z10-003,Z10-003,"67",Luuq,SO2606,Luuq,"Luuk, Luq",,Gedo,SO26,Somalia,SO
Aboy Abowle,,,UNDP - 2006,Settlement,Bakool,Tayeeglow,Verified,44.59846000000,4.04529000000,NB-3814-Y25-001,Y25-001,"6364","107",Aboy Abowle,,,UNDP - 2006,Settlement,Bakool,Tayeeglow,Verified,44.59846000000,4.04529000000,NB-3814-Y25-001,Y25-001,"59",Tayeeglow,SO2503,Tayeeglow,"Tiyeeglow, Tayeglow, Tieglow",,Bakool,SO25,Somalia,SO
Abrano,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.13203000000,3.03833000000,NA-3801-Z25-003,Z25-003,"4371","108",Abrano,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.13203000000,3.03833000000,NA-3801-Z25-003,Z25-003,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Abrarow,,,UNDP - 1997,Settlement,Lower Shabelle,Sablaale,Verified,43.83242000000,1.32875000000,NA-3810-S08-003,S08-003,"663","109",Abrarow,,,UNDP - 1997,Settlement,Lower Shabelle,Sablaale,Verified,43.83242000000,1.32875000000,NA-3810-S08-003,S08-003,"51",Sablaale,SO2306,Sablaale,Sablale,,Lower Shabelle,SO23,Somalia,SO
Abrone,,,UNDP - 1997,Settlement,Gedo,Ceel Waaq,Verified,41.57830000000,2.46940000000,NA-3708-N24-001,N24-001,"2555","110",Abrone,,,UNDP - 1997,Settlement,Gedo,Ceel Waaq,Verified,41.57830000000,2.46940000000,NA-3708-N24-001,N24-001,"65",Ceel Waaq,SO2604,Ceel Waaq,"Ceel Waq, El Wak, El Waq",,Gedo,SO26,Somalia,SO
Abtugay,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.48316000000,2.12633000000,NA-3805-W33-001,W33-001,"1681","111",Abtugay,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.48316000000,2.12633000000,NA-3805-W33-001,W33-001,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Abu Gala,,,UNDP - 1997,Settlement,Lower Juba,Afmadow,Verified,41.37030000000,0.07260000000,NA-3716-Y20-001,Y20-001,"205","112",Abu Gala,,,UNDP - 1997,Settlement,Lower Juba,Afmadow,Verified,41.37030000000,0.07260000000,NA-3716-Y20-001,Y20-001,"72",Afmadow,SO2802,Afmadow,,,Lower Juba,SO28,Somalia,SO
Abu Qays,Abase,"Abuqays, Abuu Qay","UNDP - 2006, GTZ - 2002, UNDP - 1997",Settlement,Awdal,Borama,Verified,43.11165900000,9.93204700000,NC-3809-B25-001,B25-001,"8760","113",Abu Qays,Abase,"Abuqays, Abuu Qay","UNDP - 2006, GTZ - 2002, UNDP - 1997",Settlement,Awdal,Borama,Verified,43.11165900000,9.93204700000,NC-3809-B25-001,B25-001,"2",Borama,SO1101,Borama,Boorama,,Awdal,SO11,Somalia,SO
Abu Shegow,Abuu Sheegow,,"UNDP - 2006, UNDP - 1997",Settlement,Lower Shabelle,Baraawe,Verified,44.29145000000,1.40654000000,NA-3810-Q18-001,Q18-001,"693","114",Abu Shegow,Abuu Sheegow,,"UNDP - 2006, UNDP - 1997",Settlement,Lower Shabelle,Baraawe,Verified,44.29145000000,1.40654000000,NA-3810-Q18-001,Q18-001,"48",Baraawe,SO2303,Baraawe,Barawe,,Lower Shabelle,SO23,Somalia,SO
Abugal,,,UNDP - 1997,Settlement,Lower Juba,Afmadow,Verified,41.60080000000,0.17270000000,NA-3716-V25-001,V25-001,"242","115",Abugal,,,UNDP - 1997,Settlement,Lower Juba,Afmadow,Verified,41.60080000000,0.17270000000,NA-3716-V25-001,V25-001,"72",Afmadow,SO2802,Afmadow,,,Lower Juba,SO28,Somalia,SO
Aburow Issak Mursal,,,UNDP - 2006,Settlement,Bakool,Xudur,Verified,44.01622000000,4.01994000000,NB-3814-Z12-008,Z12-008,"6288","116",Aburow Issak Mursal,,,UNDP - 2006,Settlement,Bakool,Xudur,Verified,44.01622000000,4.01994000000,NB-3814-Z12-008,Z12-008,"57",Xudur,SO2501,Xudur,Hudur,,Bakool,SO25,Somalia,SO
Abutwaq,Abudwak,,FSAU,Settlement,Galgaduud,Cabudwaaq,Verified,46.22592000000,6.24187000000,NB-3807-U27-001,U27-001,"0","0",,,,,,,,,0.00000000000,0.00000000000,,,"0",,,,,,,,,
Abuukar Xaaji Figow,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.39999000000,2.96603000000,NA-3805-A31-002,A31-002,"4143","118",Abuukar Xaaji Figow,,,UNDP - 1997,Settlement,Bay,Baidoa,Verified,43.39999000000,2.96603000000,NA-3805-A31-002,A31-002,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Abuur Dambe,,,UNDP - 2006,Settlement,Hiraan,Bulo Burto,Verified,45.41765000000,4.29587000000,NB-3815-S10-001,S10-001,"6603","119",Abuur Dambe,,,UNDP - 2006,Settlement,Hiraan,Bulo Burto,Verified,45.41765000000,4.29587000000,NB-3815-S10-001,S10-001,"40",Bulo Burto,SO2002,Bulo Burto,"Bulo Barde, Buulo Burdo, Bula-brif, Bulo Burti",,Hiraan,SO20,Somalia,SO
Abuurow,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.38712000000,3.25929000000,NA-3801-T31-008,T31-008,"5075","120",Abuurow,,,UNDP - 2006,Settlement,Bay,Baidoa,Verified,43.38712000000,3.25929000000,NA-3801-T31-008,T31-008,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Abuurow Edin,,,UNDP - 2006,Settlement,Bakool,Xudur,Verified,44.02074000000,4.02398000000,NB-3814-Z12-012,Z12-012,"6300","121",Abuurow Edin,,,UNDP - 2006,Settlement,Bakool,Xudur,Verified,44.02074000000,4.02398000000,NB-3814-Z12-012,Z12-012,"57",Xudur,SO2501,Xudur,Hudur,,Bakool,SO25,Somalia,SO
Abuurow/Daarti,,,UNDP - 2006,Settlement,Bay,Qansax Dheere,Verified,42.77980000000,2.77067000000,NA-3805-F18-002,F18-002,"3437","122",Abuurow/Daarti,,,UNDP - 2006,Settlement,Bay,Qansax Dheere,Verified,42.77980000000,2.77067000000,NA-3805-F18-002,F18-002,"56",Qansax Dheere,SO2404,Qansax Dheere,Qansah Dere,,Bay,SO24,Somalia,SO
Abuurriin,Aburriin,,"GTZ - 2002, UNDP - 1997",Settlement,Woqooyi Galbeed,Hargeysa,Verified,43.80567800000,9.51702700000,NC-3810-M07-001,M07-001,"8210","123",Abuurriin,Aburriin,,"GTZ - 2002, UNDP - 1997",Settlement,Woqooyi Galbeed,Hargeysa,Verified,43.80567800000,9.51702700000,NC-3810-M07-001,M07-001,"6",Hargeysa,SO1201,Hargeysa,Hargeisa,,Woqooyi Galbeed,SO12,Somalia,SO
Acd,,,FSAU,Part of town,Bay,Baidoa,Verified,43.65775000000,3.12204000000,NA-3802-X04-019,X04-019,"4669","124",Acd,,,FSAU,Part of town,Bay,Baidoa,Verified,43.65775000000,3.12204000000,NA-3802-X04-019,X04-019,"53",Baydhaba,SO2401,Baydhaba,"Baydhabo, Baidoa",,Bay,SO24,Somalia,SO
Adaa Gooso,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,42.14455000000,3.43072000000,NA-3801-P04-002,P04-002,"5420","125",Adaa Gooso,,,UNDP - 2006,Settlement,Gedo,Garbahaarey,Verified,42.14455000000,3.43072000000,NA-3801-P04-002,P04-002,"62",Garbahaarey,SO2601,Garbahaarey,"Garbahaaray, Garbaharey",,Gedo,SO26,Somalia,SO
Adaanow,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.56241000000,2.42576000000,NA-3806-P02-001,P02-001,"2432","126",Adaanow,,,UNDP - 2006,Settlement,Bay,Buur Hakaba,Verified,43.56241000000,2.42576000000,NA-3806-P02-001,P02-001,"54",Buur Hakaba,SO2402,Buur Hakaba,"Buur Xakaba, Bur Hacaba",,Bay,SO24,Somalia,SO
Adadere,,,UNDP - 1997,Settlement,Hiraan,Jalalaqsi,Verified,45.62780000000,3.26760000000,NA-3803-T14-001,T14-001,"5097","127",Adadere,,,UNDP - 1997,Settlement,Hiraan,Jalalaqsi,Verified,45.62780000000,3.26760000000,NA-3803-T14-001,T14-001,"41",Jalalaqsi,SO2003,Jalalaqsi,,,Hiraan,SO20,Somalia,SO
Adad-Gerey,Adaad Geri,Idad Geeri,"UNDP - 2006, UNDP - 1997, FSAU",Settlement,Bay,Diinsoor,Verified,42.71905000000,2.33066000000,NA-3805-S16-001,S16-001,"2196","128",Adad-Gerey,Adaad Geri,Idad Geeri,"UNDP - 2006, UNDP - 1997, FSAU",Settlement,Bay,Diinsoor,Verified,42.71905000000,2.33066000000,NA-3805-S16-001,S16-001,"55",Diinsoor,SO2403,Diinsoor,"Dinsor, Diinsor",,Bay,SO24,Somalia,SO
Adadle Ibrahim,,,UNDP - 1997,Settlement,Middle Shabelle,Jowhar,Verified,45.37110100000,3.20230000000,NA-3803-V09-001,V09-001,"4904","129",Adadle Ibrahim,,,UNDP - 1997,Settlement,Middle Shabelle,Jowhar,Verified,45.37110100000,3.20230000000,NA-3803-V09-001,V09-001,"42",Jowhar,SO2101,Jowhar,Jawhar,,Middle Shabelle,SO21,Somalia,SO
